city,timestamp,temperature,season
New York,2010-01-01,2.887094508436794,winter
New York,2010-01-02,3.4026753064330717,winter
New York,2010-01-03,-0.9992374806259972,winter
New York,2010-01-04,6.680488324217135,winter
New York,2010-01-05,-5.560319795036655,winter
New York,2010-01-06,2.3315467326002337,winter
New York,2010-01-07,2.339729645749136,winter
New York,2010-01-08,5.300649528859719,winter
New York,2010-01-09,-7.176478054006266,winter
New York,2010-01-10,-3.8416245986918285,winter
New York,2010-01-11,-5.716859032635685,winter
New York,2010-01-12,-3.6420735343361974,winter
New York,2010-01-13,-0.5273521998579687,winter
New York,2010-01-14,1.3282146038040592,winter
New York,2010-01-15,1.4969116371696691,winter
New York,2010-01-16,-0.36088348203931314,winter
New York,2010-01-17,0.47665465555792796,winter
New York,2010-01-18,2.858118951306034,winter
New York,2010-01-19,-2.294395148700307,winter
New York,2010-01-20,3.945349916533959,winter
New York,2010-01-21,-1.6585891617578306,winter
New York,2010-01-22,2.711902180275976,winter
New York,2010-01-23,4.861058251380538,winter
New York,2010-01-24,2.860492823412275,winter
New York,2010-01-25,7.853992690389053,winter
New York,2010-01-26,-6.568207450053855,winter
New York,2010-01-27,-2.120524070314624,winter
New York,2010-01-28,6.6817458991334195,winter
New York,2010-01-29,0.6806843806778874,winter
New York,2010-01-30,3.78034115876798,winter
New York,2010-01-31,-2.7278951633963726,winter
New York,2010-02-01,3.733483435584753,winter
New York,2010-02-02,-4.415758693676385,winter
New York,2010-02-03,-0.8520040208885069,winter
New York,2010-02-04,0.7247797256178022,winter
New York,2010-02-05,3.705635186579859,winter
New York,2010-02-06,-10.585505173131434,winter
New York,2010-02-07,-2.7849900519701425,winter
New York,2010-02-08,2.6559222176879214,winter
New York,2010-02-09,-7.948622042154064,winter
New York,2010-02-10,-3.336689718760554,winter
New York,2010-02-11,6.418319299492232,winter
New York,2010-02-12,-9.239513516775133,winter
New York,2010-02-13,3.5195720369592527,winter
New York,2010-02-14,3.4044329432748754,winter
New York,2010-02-15,4.70979657867595,winter
New York,2010-02-16,4.620252322272527,winter
New York,2010-02-17,7.786160718993513,winter
New York,2010-02-18,-5.8647676419203965,winter
New York,2010-02-19,1.2369781944341378,winter
New York,2010-02-20,-8.367491617743783,winter
New York,2010-02-21,3.4496257591615613,winter
New York,2010-02-22,7.057881932491568,winter
New York,2010-02-23,-7.081267455357435,winter
New York,2010-02-24,2.8711708230358752,winter
New York,2010-02-25,1.432854380528695,winter
New York,2010-02-26,1.5452643758618851,winter
New York,2010-02-27,-1.0564415782699896,winter
New York,2010-02-28,5.79663924292502,winter
New York,2010-03-01,2.4921693260448885,spring
New York,2010-03-02,12.24636161245208,spring
New York,2010-03-03,9.657858984620493,spring
New York,2010-03-04,-1.669454269576498,spring
New York,2010-03-05,14.151709705602807,spring
New York,2010-03-06,11.012483480794792,spring
New York,2010-03-07,20.69506964020936,spring
New York,2010-03-08,12.87431506590353,spring
New York,2010-03-09,5.924665776657122,spring
New York,2010-03-10,12.267515083841682,spring
New York,2010-03-11,3.2928455325457158,spring
New York,2010-03-12,2.1172690797921945,spring
New York,2010-03-13,1.9979393395603715,spring
New York,2010-03-14,9.418857254247593,spring
New York,2010-03-15,7.315227388912856,spring
New York,2010-03-16,6.23693899801025,spring
New York,2010-03-17,11.180311036458907,spring
New York,2010-03-18,12.76915113881011,spring
New York,2010-03-19,15.326938611837303,spring
New York,2010-03-20,14.626558625571136,spring
New York,2010-03-21,16.525476061185664,spring
New York,2010-03-22,6.971499508903149,spring
New York,2010-03-23,10.84683625247882,spring
New York,2010-03-24,10.44286606645044,spring
New York,2010-03-25,13.327407714035804,spring
New York,2010-03-26,1.5247691187565788,spring
New York,2010-03-27,13.431145061142772,spring
New York,2010-03-28,8.351372649582375,spring
New York,2010-03-29,14.581629101741484,spring
New York,2010-03-30,10.908611749233557,spring
New York,2010-03-31,4.4081969123700935,spring
New York,2010-04-01,1.885591628255721,spring
New York,2010-04-02,7.651935228897876,spring
New York,2010-04-03,-0.08900966448930525,spring
New York,2010-04-04,2.085362299097117,spring
New York,2010-04-05,6.16477339882114,spring
New York,2010-04-06,6.427099916301131,spring
New York,2010-04-07,5.642391909320798,spring
New York,2010-04-08,13.810444783418141,spring
New York,2010-04-09,12.54186086359974,spring
New York,2010-04-10,14.93741227290646,spring
New York,2010-04-11,7.881530634195588,spring
New York,2010-04-12,12.963770086732843,spring
New York,2010-04-13,9.118909056050853,spring
New York,2010-04-14,10.147091264429505,spring
New York,2010-04-15,9.855108210927916,spring
New York,2010-04-16,5.529405903459644,spring
New York,2010-04-17,8.728515923957168,spring
New York,2010-04-18,13.904474476175102,spring
New York,2010-04-19,-3.626250501041886,spring
New York,2010-04-20,5.355972138139703,spring
New York,2010-04-21,11.874875883512244,spring
New York,2010-04-22,6.319602960893818,spring
New York,2010-04-23,10.830409888184528,spring
New York,2010-04-24,17.117412519749735,spring
New York,2010-04-25,0.395996547644339,spring
New York,2010-04-26,1.2625466647100243,spring
New York,2010-04-27,8.947860882374703,spring
New York,2010-04-28,9.613250679581615,spring
New York,2010-04-29,10.380610289405407,spring
New York,2010-04-30,13.604864560919989,spring
New York,2010-05-01,9.0606027628245,spring
New York,2010-05-02,8.661805972056081,spring
New York,2010-05-03,14.172237925709776,spring
New York,2010-05-04,13.890809458139234,spring
New York,2010-05-05,3.9579719074315154,spring
New York,2010-05-06,13.592567016718156,spring
New York,2010-05-07,12.577396814003283,spring
New York,2010-05-08,14.015616209198605,spring
New York,2010-05-09,8.189479612651358,spring
New York,2010-05-10,10.642467013081603,spring
New York,2010-05-11,17.95242212926718,spring
New York,2010-05-12,12.42983684611254,spring
New York,2010-05-13,8.331949849840102,spring
New York,2010-05-14,9.003390981201242,spring
New York,2010-05-15,9.855545818105558,spring
New York,2010-05-16,9.601860435831606,spring
New York,2010-05-17,12.053652985061666,spring
New York,2010-05-18,17.350436910177933,spring
New York,2010-05-19,15.777145078469665,spring
New York,2010-05-20,-0.2687694047236384,spring
New York,2010-05-21,11.534393310030124,spring
New York,2010-05-22,7.390675891800765,spring
New York,2010-05-23,11.096837316915796,spring
New York,2010-05-24,4.439156821145502,spring
New York,2010-05-25,-0.9367512243186145,spring
New York,2010-05-26,13.461276006104395,spring
New York,2010-05-27,8.423528987417257,spring
New York,2010-05-28,5.3262853564730435,spring
New York,2010-05-29,11.582827195471882,spring
New York,2010-05-30,9.92713314371878,spring
New York,2010-05-31,11.536030635558047,spring
New York,2010-06-01,18.12589564324447,summer
New York,2010-06-02,26.138309027768468,summer
New York,2010-06-03,25.508692630203974,summer
New York,2010-06-04,25.79528456729233,summer
New York,2010-06-05,24.43135716587231,summer
New York,2010-06-06,30.116443485142653,summer
New York,2010-06-07,30.293961169329236,summer
New York,2010-06-08,19.612975634366865,summer
New York,2010-06-09,22.91640127065643,summer
New York,2010-06-10,20.502606308784955,summer
New York,2010-06-11,26.739563485986125,summer
New York,2010-06-12,32.556439736906356,summer
New York,2010-06-13,29.246348385370673,summer
New York,2010-06-14,20.63051535808038,summer
New York,2010-06-15,24.00824018059115,summer
New York,2010-06-16,31.145111650252137,summer
New York,2010-06-17,18.162028319475258,summer
New York,2010-06-18,32.152630332437745,summer
New York,2010-06-19,31.193021291023303,summer
New York,2010-06-20,22.75894522069481,summer
New York,2010-06-21,22.275693387733437,summer
New York,2010-06-22,25.869987702769976,summer
New York,2010-06-23,21.120061916035326,summer
New York,2010-06-24,28.054466104431636,summer
New York,2010-06-25,28.236720878928022,summer
New York,2010-06-26,19.087732301711394,summer
New York,2010-06-27,31.45313113460338,summer
New York,2010-06-28,21.595291063239056,summer
New York,2010-06-29,19.095588830190998,summer
New York,2010-06-30,26.09319125302534,summer
New York,2010-07-01,24.035610717724868,summer
New York,2010-07-02,18.276915941092355,summer
New York,2010-07-03,24.191149381573183,summer
New York,2010-07-04,30.972924168705056,summer
New York,2010-07-05,21.83676955709986,summer
New York,2010-07-06,22.33727085534559,summer
New York,2010-07-07,27.509923457323996,summer
New York,2010-07-08,28.47276644707404,summer
New York,2010-07-09,25.17557933142323,summer
New York,2010-07-10,27.513677056255453,summer
New York,2010-07-11,32.538741080086595,summer
New York,2010-07-12,26.839068276780612,summer
New York,2010-07-13,26.202767270683694,summer
New York,2010-07-14,19.133532126846546,summer
New York,2010-07-15,20.550202118490446,summer
New York,2010-07-16,20.29358930427031,summer
New York,2010-07-17,15.091841074507807,summer
New York,2010-07-18,26.091511586592397,summer
New York,2010-07-19,31.890597056363873,summer
New York,2010-07-20,27.97156040458397,summer
New York,2010-07-21,20.2492306521715,summer
New York,2010-07-22,31.69124420401076,summer
New York,2010-07-23,34.355505120525585,summer
New York,2010-07-24,21.31548422802521,summer
New York,2010-07-25,25.169497548743433,summer
New York,2010-07-26,18.42985278953382,summer
New York,2010-07-27,22.589691441340104,summer
New York,2010-07-28,21.503925627265836,summer
New York,2010-07-29,25.130007855765896,summer
New York,2010-07-30,29.795033506398784,summer
New York,2010-07-31,22.94409474508864,summer
New York,2010-08-01,28.024086675665178,summer
New York,2010-08-02,20.245177919503654,summer
New York,2010-08-03,27.81139113603178,summer
New York,2010-08-04,29.150946476695033,summer
New York,2010-08-05,24.470138597596776,summer
New York,2010-08-06,33.167467370735864,summer
New York,2010-08-07,28.89256738252445,summer
New York,2010-08-08,23.06731061023749,summer
New York,2010-08-09,29.155476143118374,summer
New York,2010-08-10,30.68357038014864,summer
New York,2010-08-11,33.95528140533825,summer
New York,2010-08-12,20.402167013053514,summer
New York,2010-08-13,30.957508511103395,summer
New York,2010-08-14,22.255707226236407,summer
New York,2010-08-15,15.171926024042667,summer
New York,2010-08-16,24.74287794359588,summer
New York,2010-08-17,22.988438009641346,summer
New York,2010-08-18,23.124633049173134,summer
New York,2010-08-19,21.92393911790645,summer
New York,2010-08-20,27.782470761314634,summer
New York,2010-08-21,22.291219738377713,summer
New York,2010-08-22,28.222794603893597,summer
New York,2010-08-23,25.93790824394465,summer
New York,2010-08-24,23.984150118093773,summer
New York,2010-08-25,20.497687801208926,summer
New York,2010-08-26,23.13272502927435,summer
New York,2010-08-27,20.785679169340952,summer
New York,2010-08-28,19.605551939053946,summer
New York,2010-08-29,29.98385177934639,summer
New York,2010-08-30,21.617062092967583,summer
New York,2010-08-31,22.830429958993903,summer
New York,2010-09-01,8.796196654403758,autumn
New York,2010-09-02,9.72092815955378,autumn
New York,2010-09-03,19.947082865072918,autumn
New York,2010-09-04,14.59460212549564,autumn
New York,2010-09-05,13.411190606780583,autumn
New York,2010-09-06,11.810115422032997,autumn
New York,2010-09-07,12.214739304771047,autumn
New York,2010-09-08,22.304000570359577,autumn
New York,2010-09-09,14.472492449312426,autumn
New York,2010-09-10,11.821722041061093,autumn
New York,2010-09-11,16.966504393992235,autumn
New York,2010-09-12,13.837491046781153,autumn
New York,2010-09-13,12.853780424279481,autumn
New York,2010-09-14,11.555533004320244,autumn
New York,2010-09-15,7.770274324485421,autumn
New York,2010-09-16,14.764648256440747,autumn
New York,2010-09-17,11.858435652685749,autumn
New York,2010-09-18,18.380434435095378,autumn
New York,2010-09-19,17.69764610841766,autumn
New York,2010-09-20,14.976202209763127,autumn
New York,2010-09-21,10.743867914262367,autumn
New York,2010-09-22,-4.497814439893023,autumn
New York,2010-09-23,14.670854767840074,autumn
New York,2010-09-24,20.969333577139096,autumn
New York,2010-09-25,14.276030394526734,autumn
New York,2010-09-26,11.126346411473476,autumn
New York,2010-09-27,18.77103310176489,autumn
New York,2010-09-28,10.00206245033964,autumn
New York,2010-09-29,1.9523566307123108,autumn
New York,2010-09-30,20.774179571039856,autumn
New York,2010-10-01,15.133272896547362,autumn
New York,2010-10-02,14.008660888734136,autumn
New York,2010-10-03,7.700883389007124,autumn
New York,2010-10-04,15.936647128420898,autumn
New York,2010-10-05,19.66861886686751,autumn
New York,2010-10-06,8.302171401632885,autumn
New York,2010-10-07,12.860038585461158,autumn
New York,2010-10-08,13.152745222547676,autumn
New York,2010-10-09,11.395084714342168,autumn
New York,2010-10-10,13.830624164666887,autumn
New York,2010-10-11,14.359755527019468,autumn
New York,2010-10-12,9.654309961099749,autumn
New York,2010-10-13,9.250946797627815,autumn
New York,2010-10-14,17.90584345941713,autumn
New York,2010-10-15,10.19622125674638,autumn
New York,2010-10-16,14.137673852253942,autumn
New York,2010-10-17,15.601809504429486,autumn
New York,2010-10-18,13.23438414690676,autumn
New York,2010-10-19,16.57783026990424,autumn
New York,2010-10-20,14.209925315615159,autumn
New York,2010-10-21,21.69629489046134,autumn
New York,2010-10-22,16.61373048418301,autumn
New York,2010-10-23,25.514436816060382,autumn
New York,2010-10-24,4.904936604187489,autumn
New York,2010-10-25,16.460313001032066,autumn
New York,2010-10-26,13.062326280585397,autumn
New York,2010-10-27,8.827028029935647,autumn
New York,2010-10-28,16.601720436820816,autumn
New York,2010-10-29,16.941014050994365,autumn
New York,2010-10-30,12.792528140420956,autumn
New York,2010-10-31,12.527418116501096,autumn
New York,2010-11-01,9.050100170259327,autumn
New York,2010-11-02,22.34063221483242,autumn
New York,2010-11-03,9.259624212882395,autumn
New York,2010-11-04,11.169058791671734,autumn
New York,2010-11-05,16.741214658684534,autumn
New York,2010-11-06,4.630074139285698,autumn
New York,2010-11-07,13.24106155975989,autumn
New York,2010-11-08,15.271117575426162,autumn
New York,2010-11-09,21.990805494067875,autumn
New York,2010-11-10,10.310436619705133,autumn
New York,2010-11-11,12.57527606083846,autumn
New York,2010-11-12,10.273503480285655,autumn
New York,2010-11-13,27.021702475194374,autumn
New York,2010-11-14,16.06270812539529,autumn
New York,2010-11-15,14.168436961954756,autumn
New York,2010-11-16,20.76078812366532,autumn
New York,2010-11-17,22.479416392939406,autumn
New York,2010-11-18,13.623715789561551,autumn
New York,2010-11-19,11.267820837636808,autumn
New York,2010-11-20,12.910092001232108,autumn
New York,2010-11-21,11.400252211012184,autumn
New York,2010-11-22,12.145304813388545,autumn
New York,2010-11-23,16.215945998565076,autumn
New York,2010-11-24,13.42930416514444,autumn
New York,2010-11-25,13.751943284148586,autumn
New York,2010-11-26,16.899295908416985,autumn
New York,2010-11-27,2.304291910511756,autumn
New York,2010-11-28,18.749523270260347,autumn
New York,2010-11-29,16.775874220740242,autumn
New York,2010-11-30,21.62613990655821,autumn
New York,2010-12-01,-3.6470463629269916,winter
New York,2010-12-02,-1.958154118042672,winter
New York,2010-12-03,5.692288399514574,winter
New York,2010-12-04,1.137739439146149,winter
New York,2010-12-05,5.808880346693789,winter
New York,2010-12-06,-9.164572131611594,winter
New York,2010-12-07,7.405915183404899,winter
New York,2010-12-08,4.6588138709001505,winter
New York,2010-12-09,1.9154393734903508,winter
New York,2010-12-10,0.6150682320058297,winter
New York,2010-12-11,1.427526039369189,winter
New York,2010-12-12,0.31561356237557725,winter
New York,2010-12-13,5.3552989326486165,winter
New York,2010-12-14,-3.029543442968837,winter
New York,2010-12-15,-0.02301827810577124,winter
New York,2010-12-16,3.000571840270939,winter
New York,2010-12-17,-2.5256338982478477,winter
New York,2010-12-18,1.1739933236036046,winter
New York,2010-12-19,-4.589249469564175,winter
New York,2010-12-20,-4.102338717961621,winter
New York,2010-12-21,-0.9687992157801648,winter
New York,2010-12-22,4.1687016361703915,winter
New York,2010-12-23,-6.218033151709413,winter
New York,2010-12-24,-5.095246917834703,winter
New York,2010-12-25,-2.1920810926978507,winter
New York,2010-12-26,-6.485698832923009,winter
New York,2010-12-27,-7.268805643916276,winter
New York,2010-12-28,-7.934789435984659,winter
New York,2010-12-29,0.28097432543321954,winter
New York,2010-12-30,-1.8538412197974172,winter
New York,2010-12-31,2.305258374817943,winter
New York,2011-01-01,0.6705991018269273,winter
New York,2011-01-02,-0.2977358729551393,winter
New York,2011-01-03,-0.03835981046313165,winter
New York,2011-01-04,-0.32052950327702384,winter
New York,2011-01-05,-5.055326854657611,winter
New York,2011-01-06,3.007131918441352,winter
New York,2011-01-07,-0.26778839964742884,winter
New York,2011-01-08,3.6720172089294474,winter
New York,2011-01-09,-6.134837697266895,winter
New York,2011-01-10,5.117477706707264,winter
New York,2011-01-11,-10.93702856555852,winter
New York,2011-01-12,-5.7222530156791676,winter
New York,2011-01-13,1.9754754893765147,winter
New York,2011-01-14,1.8892288812858113,winter
New York,2011-01-15,-1.900426385961821,winter
New York,2011-01-16,-2.697922146170119,winter
New York,2011-01-17,-0.5596665385887662,winter
New York,2011-01-18,3.5758158849365214,winter
New York,2011-01-19,-3.7858294680351756,winter
New York,2011-01-20,1.9743876983759718,winter
New York,2011-01-21,-1.3537620689417165,winter
New York,2011-01-22,6.087418243283106,winter
New York,2011-01-23,5.345820715531109,winter
New York,2011-01-24,-7.089066523103079,winter
New York,2011-01-25,2.4937057808248415,winter
New York,2011-01-26,-3.4577335805003733,winter
New York,2011-01-27,1.074543161902208,winter
New York,2011-01-28,1.7472956860101998,winter
New York,2011-01-29,-2.6049392603856756,winter
New York,2011-01-30,6.494793287604165,winter
New York,2011-01-31,-11.495532744221254,winter
New York,2011-02-01,3.0295481741258277,winter
New York,2011-02-02,-4.642297965275237,winter
New York,2011-02-03,4.4262540845138,winter
New York,2011-02-04,1.9381025611056482,winter
New York,2011-02-05,3.860716107511393,winter
New York,2011-02-06,4.042837773723749,winter
New York,2011-02-07,8.063384293019823,winter
New York,2011-02-08,-1.4570851421852318,winter
New York,2011-02-09,2.2399035130512313,winter
New York,2011-02-10,-3.4411076531275304,winter
New York,2011-02-11,-1.5999058406155524,winter
New York,2011-02-12,-3.5909788309563395,winter
New York,2011-02-13,3.225941101717666,winter
New York,2011-02-14,2.053750256264877,winter
New York,2011-02-15,-2.0318962441517545,winter
New York,2011-02-16,-3.569321248531655,winter
New York,2011-02-17,-4.741564866418203,winter
New York,2011-02-18,1.8337906264160244,winter
New York,2011-02-19,-1.5557211572326215,winter
New York,2011-02-20,9.11801477990502,winter
New York,2011-02-21,-11.071646837429547,winter
New York,2011-02-22,-3.105524007734552,winter
New York,2011-02-23,5.421679797204835,winter
New York,2011-02-24,5.1443191183852885,winter
New York,2011-02-25,6.502449972824927,winter
New York,2011-02-26,-1.9678285987725028,winter
New York,2011-02-27,2.1652317531246585,winter
New York,2011-02-28,3.277100810958464,winter
New York,2011-03-01,0.9129794718992787,spring
New York,2011-03-02,5.914627970876665,spring
New York,2011-03-03,14.085644175092863,spring
New York,2011-03-04,5.988143559378981,spring
New York,2011-03-05,-0.6686224969307517,spring
New York,2011-03-06,9.845235294808276,spring
New York,2011-03-07,10.512273547619474,spring
New York,2011-03-08,20.98546806980804,spring
New York,2011-03-09,20.28419859239634,spring
New York,2011-03-10,15.135393054229006,spring
New York,2011-03-11,10.153900071909314,spring
New York,2011-03-12,12.901016044212179,spring
New York,2011-03-13,11.160866952455393,spring
New York,2011-03-14,12.430180737618027,spring
New York,2011-03-15,8.789151098143948,spring
New York,2011-03-16,7.5668009159855245,spring
New York,2011-03-17,7.934673766669825,spring
New York,2011-03-18,8.775248712207718,spring
New York,2011-03-19,11.64504574291092,spring
New York,2011-03-20,2.897546564743786,spring
New York,2011-03-21,8.080369244568441,spring
New York,2011-03-22,6.92511015781883,spring
New York,2011-03-23,15.089471983609183,spring
New York,2011-03-24,2.221069017018281,spring
New York,2011-03-25,11.918391656626968,spring
New York,2011-03-26,3.719079428444169,spring
New York,2011-03-27,9.126250730955148,spring
New York,2011-03-28,6.7986127490613715,spring
New York,2011-03-29,5.986903336289348,spring
New York,2011-03-30,12.232666698915827,spring
New York,2011-03-31,14.111735531965866,spring
New York,2011-04-01,9.423160394057968,spring
New York,2011-04-02,15.805481122377607,spring
New York,2011-04-03,14.618216820519006,spring
New York,2011-04-04,6.15832773013334,spring
New York,2011-04-05,11.625842570968494,spring
New York,2011-04-06,13.837926456219297,spring
New York,2011-04-07,6.500586759059364,spring
New York,2011-04-08,6.617380897046607,spring
New York,2011-04-09,8.804140452447426,spring
New York,2011-04-10,20.363250818841145,spring
New York,2011-04-11,13.382855027791841,spring
New York,2011-04-12,2.1264674378877357,spring
New York,2011-04-13,8.005069774796127,spring
New York,2011-04-14,9.16107094234536,spring
New York,2011-04-15,8.485996665721357,spring
New York,2011-04-16,20.65183851762498,spring
New York,2011-04-17,11.738105153735868,spring
New York,2011-04-18,10.731070451793828,spring
New York,2011-04-19,13.581248878280324,spring
New York,2011-04-20,11.508426127389203,spring
New York,2011-04-21,10.82028530380626,spring
New York,2011-04-22,10.17113238098797,spring
New York,2011-04-23,12.00965758177222,spring
New York,2011-04-24,2.02253563687848,spring
New York,2011-04-25,8.470500122402152,spring
New York,2011-04-26,2.6612730024623517,spring
New York,2011-04-27,7.6471391961230815,spring
New York,2011-04-28,5.088959954003279,spring
New York,2011-04-29,19.183259914984905,spring
New York,2011-04-30,4.111855297054342,spring
New York,2011-05-01,11.168915274046068,spring
New York,2011-05-02,8.083830764975712,spring
New York,2011-05-03,7.092209741952891,spring
New York,2011-05-04,10.032588894048768,spring
New York,2011-05-05,12.72505153867619,spring
New York,2011-05-06,5.040573362766389,spring
New York,2011-05-07,11.72373416502036,spring
New York,2011-05-08,6.741460518548248,spring
New York,2011-05-09,9.091792561775335,spring
New York,2011-05-10,9.740876920119103,spring
New York,2011-05-11,13.414587923905323,spring
New York,2011-05-12,13.13830912044749,spring
New York,2011-05-13,8.177054199271396,spring
New York,2011-05-14,20.313315324117262,spring
New York,2011-05-15,11.721727420939416,spring
New York,2011-05-16,6.887274522368747,spring
New York,2011-05-17,20.941517929974815,spring
New York,2011-05-18,5.7276411170384,spring
New York,2011-05-19,9.763992641494287,spring
New York,2011-05-20,5.374152650238289,spring
New York,2011-05-21,10.491772838808654,spring
New York,2011-05-22,2.946485709820019,spring
New York,2011-05-23,8.511195522883426,spring
New York,2011-05-24,23.727990747770637,spring
New York,2011-05-25,13.173151974350061,spring
New York,2011-05-26,6.872965151977736,spring
New York,2011-05-27,14.00160240302494,spring
New York,2011-05-28,17.102398892436035,spring
New York,2011-05-29,6.1104308351760945,spring
New York,2011-05-30,11.571777269194332,spring
New York,2011-05-31,11.744485372351996,spring
New York,2011-06-01,29.032761454216526,summer
New York,2011-06-02,30.306265391284583,summer
New York,2011-06-03,29.559411718782087,summer
New York,2011-06-04,27.430512335439175,summer
New York,2011-06-05,29.212938633886957,summer
New York,2011-06-06,30.607382792033626,summer
New York,2011-06-07,27.59579555548928,summer
New York,2011-06-08,26.868321581038654,summer
New York,2011-06-09,29.625349225495185,summer
New York,2011-06-10,24.972581934706906,summer
New York,2011-06-11,16.664270924394245,summer
New York,2011-06-12,22.485225048001325,summer
New York,2011-06-13,20.317915804352054,summer
New York,2011-06-14,21.890599349575844,summer
New York,2011-06-15,19.32487962134178,summer
New York,2011-06-16,25.77370464944946,summer
New York,2011-06-17,23.467310983864248,summer
New York,2011-06-18,24.712842868292658,summer
New York,2011-06-19,29.43755733029277,summer
New York,2011-06-20,24.09137693184724,summer
New York,2011-06-21,28.14836573318938,summer
New York,2011-06-22,34.39919344254028,summer
New York,2011-06-23,23.453717139530845,summer
New York,2011-06-24,26.160499015704584,summer
New York,2011-06-25,15.542501947846265,summer
New York,2011-06-26,29.471737344120196,summer
New York,2011-06-27,18.541255546882855,summer
New York,2011-06-28,27.48267928900564,summer
New York,2011-06-29,25.26049725805371,summer
New York,2011-06-30,27.003048164313316,summer
New York,2011-07-01,23.181818259165482,summer
New York,2011-07-02,19.484296557262653,summer
New York,2011-07-03,28.078697639252606,summer
New York,2011-07-04,25.976321017655152,summer
New York,2011-07-05,29.104166136943295,summer
New York,2011-07-06,20.45721266413641,summer
New York,2011-07-07,26.914207527082215,summer
New York,2011-07-08,20.298428584715744,summer
New York,2011-07-09,26.020290618844918,summer
New York,2011-07-10,15.449159733405418,summer
New York,2011-07-11,33.28066670640892,summer
New York,2011-07-12,21.631699024435328,summer
New York,2011-07-13,23.027255932243566,summer
New York,2011-07-14,20.307673727783218,summer
New York,2011-07-15,20.000915353853895,summer
New York,2011-07-16,18.639755997841192,summer
New York,2011-07-17,30.422587997316548,summer
New York,2011-07-18,29.735968365485885,summer
New York,2011-07-19,13.990742169636212,summer
New York,2011-07-20,22.725892797875815,summer
New York,2011-07-21,25.68729264573749,summer
New York,2011-07-22,24.772787477917063,summer
New York,2011-07-23,15.84412604450822,summer
New York,2011-07-24,25.332798981451855,summer
New York,2011-07-25,30.875199211670946,summer
New York,2011-07-26,19.992239590654044,summer
New York,2011-07-27,27.239174937690603,summer
New York,2011-07-28,18.69146312368744,summer
New York,2011-07-29,21.50645297713684,summer
New York,2011-07-30,29.261075605037718,summer
New York,2011-07-31,21.395815365613924,summer
New York,2011-08-01,28.48161986591808,summer
New York,2011-08-02,19.782941639339054,summer
New York,2011-08-03,24.71788763457135,summer
New York,2011-08-04,33.34481587000175,summer
New York,2011-08-05,20.01202894953775,summer
New York,2011-08-06,23.898641744008987,summer
New York,2011-08-07,28.245907694568423,summer
New York,2011-08-08,24.42348760758002,summer
New York,2011-08-09,24.52979296905172,summer
New York,2011-08-10,24.05547124960356,summer
New York,2011-08-11,37.97067745441101,summer
New York,2011-08-12,29.122166192890944,summer
New York,2011-08-13,24.80800525083055,summer
New York,2011-08-14,18.030225072278924,summer
New York,2011-08-15,19.833703294027885,summer
New York,2011-08-16,9.41908310677805,summer
New York,2011-08-17,23.765869687411683,summer
New York,2011-08-18,19.90143355003796,summer
New York,2011-08-19,25.39137231129971,summer
New York,2011-08-20,34.55717193683954,summer
New York,2011-08-21,21.743259041521092,summer
New York,2011-08-22,24.461053686434212,summer
New York,2011-08-23,24.225974000326744,summer
New York,2011-08-24,26.59931992737441,summer
New York,2011-08-25,26.872252405506032,summer
New York,2011-08-26,20.722262514494357,summer
New York,2011-08-27,30.84158626405491,summer
New York,2011-08-28,30.070866095310393,summer
New York,2011-08-29,21.701663057034228,summer
New York,2011-08-30,22.128210281000037,summer
New York,2011-08-31,24.010834917401837,summer
New York,2011-09-01,11.15400912767019,autumn
New York,2011-09-02,10.476373120351347,autumn
New York,2011-09-03,13.373142317174002,autumn
New York,2011-09-04,21.22889551531344,autumn
New York,2011-09-05,10.287594529871418,autumn
New York,2011-09-06,12.678203798509541,autumn
New York,2011-09-07,16.94480587800163,autumn
New York,2011-09-08,10.524330130824895,autumn
New York,2011-09-09,12.651702977982286,autumn
New York,2011-09-10,10.234662435640681,autumn
New York,2011-09-11,14.365183217785477,autumn
New York,2011-09-12,14.467396462050782,autumn
New York,2011-09-13,11.690685059534422,autumn
